,interest 3mo,interest 6mo,interest 1yr,interest 10yr,deflator inflation - 3mo actual,deflator inflation - 6mo actual,deflator inflation - 1yr actual,cpi inflation - 3mo actual,cpi inflation - 6mo actual,cpi inflation - 1yr actual,cpi inflation - 10yr actual,cpi inflation - 1yr forecast,cpi inflation - 3mo forecast,cpi inflation - 6mo forecast,deflator inflation - 1yr forecast,cpi inflation - 10yr forecast,deflator inflation - 3mo forecast,deflator inflation - 6mo forecast
1993-10-01,3.06,3.203333333333333,3.526666666666667,5.6066666666666665,69.505,1.9250413639306796,2.093374577368534,145.96666666666667,2.14660881479789,2.6033340945421424,2.384056563527004,3.0299978160758023,3.0,3.0099995146102287,2.8332003192338417,3.45,2.553870710295314,2.713487629688771
1994-01-01,3.2433333333333336,3.453333333333333,3.91,6.066666666666666,69.837,2.119220470524219,2.1578819250540393,146.70000000000002,2.999318336741652,2.8402635764598783,2.4184152342262344,3.1999697189845966,3.1,3.124996969696925,2.763089889873971,3.45,2.6557468294040376,2.568282113465603
1994-04-01,3.986666666666667,4.413333333333333,5.133333333333333,7.083333333333333,70.174,2.240145922991399,2.1560691994185754,147.53333333333333,3.0275643922277773,3.0953456845910443,2.440152357152936,3.2749909193634297,3.2,3.2499878934617588,2.892366050260775,3.5,2.718507981665841,2.7817290975185927
1994-07-01,4.476666666666667,4.89,5.599999999999999,7.333333333333333,70.577,2.173512617424933,2.072913272029142,148.9,2.641593910902129,2.6639802999776085,2.4113414427007207,3.324990929613292,3.3,3.299999999999992,3.0516561514195573,3.5,3.075709779179814,2.9968454258674893
1994-10-01,5.28,5.773333333333333,6.596666666666667,7.836666666666666,70.96,2.0490417136414862,2.010992108229992,149.76666666666668,3.115958157133303,2.6263075895837984,2.460405623552475,3.424984892431615,3.5,3.4249728063778573,3.102906520031423,3.5,3.1421838177533523,3.063629222309494
1995-01-01,5.736666666666667,6.043333333333333,6.726666666666667,7.483333333333333,71.344,1.951110114375476,1.9511101143754317,150.86666666666665,2.6513477684490194,2.7839151568714193,2.437464795781885,3.412455434943662,3.3,3.3249969755624997,2.8928850664581507,3.3,2.5019546520718805,2.6583268178264063
1995-04-01,5.596666666666667,5.62,5.97,6.62,71.687,1.9529342837613761,1.8831866307698952,152.1,2.1038790269559904,2.827087442472065,2.423313737610222,3.524990947130724,3.5,3.499999999999992,2.9361867704280176,3.35,2.801556420233453,2.8015564202334975
1995-07-01,5.366666666666667,5.36,5.653333333333333,6.323333333333333,72.04,1.932259855635765,1.715713492504145,152.86666666666667,2.8783253379851548,2.900130832969894,2.523981019683319,3.2749909193634297,3.2,3.2499878934617588,2.5676861320102606,3.2,2.4752898061230155,2.4954772386697854
1995-10-01,5.260000000000001,5.239999999999999,5.4433333333333325,5.8933333333333335,72.387,1.7959025791923988,1.7696547722657385,153.70000000000002,3.5133376707872532,3.23140316634134,2.5626796735625845,2.9499878581828565,2.9,2.8999999999999915,2.3504778891452416,3.0,2.3186832360752696,2.3117039219868296
1996-01-01,4.93,4.883333333333333,5.123333333333334,5.91,72.736,1.4848218213814324,1.8848988121425325,155.06666666666666,2.880481513327604,2.9449699054170386,2.5258616167032955,2.77496656201337,2.7,2.6999999999999913,2.3623381560205825,3.0,2.242343468762442,2.24417544872062
1996-04-01,5.02,5.1433333333333335,5.663333333333333,6.72,73.037,1.7278913427440923,1.6703862425893723,156.4,2.8985507246376496,2.3017902813299296,2.530107225046496,2.874917968174162,2.8,2.7499878345491613,2.502274795268433,3.0,2.3657870791628177,2.3785259326660313
1996-07-01,5.096666666666667,5.223333333333334,5.783333333333334,6.78,73.276,2.2681369070364,1.7782084174900348,157.29999999999998,2.966730239457549,2.2250476795931506,2.5669197803313004,3.002475636543389,2.9,2.9999514562992324,2.5049864007252953,3.0,2.1758839528558838,2.538531278331835
1996-10-01,4.976666666666667,5.073333333333333,5.4799999999999995,6.343333333333334,73.668,1.5990660802519319,1.5692023673779643,158.66666666666666,1.680672268907557,1.8907563025210017,2.438512224259437,3.0249909032096456,3.1,3.0499878699653316,2.5650406504065026,3.0,2.529358626919631,2.5293586269195867
1997-01-01,5.06,5.14,5.646666666666667,6.5633333333333335,74.107,1.2738337808843703,1.1146045582738573,159.63333333333335,1.46168302359575,1.482564209647097,2.4755609482167706,3.0624795348859424,3.0,3.0000000000000027,2.578167115902974,3.0,2.515723270440251,2.515723270440251
1997-04-01,5.046666666666667,5.266666666666667,5.8500000000000005,6.696666666666666,74.257,1.5271287555381985,1.1487132526226462,160.0,2.0833333333333037,1.5833333333333366,2.565801938179746,2.9999271372588954,2.8,2.8999514091236023,2.4230254350736224,2.85,2.338241856314127,2.4560464078536626
1997-07-01,5.046666666666667,5.133333333333334,5.539999999999999,6.243333333333333,74.579,0.9493288995562121,1.1450944635889693,160.8,1.492537313432818,1.596185737976774,2.5791133197111016,2.8499392318501737,2.8,2.7499878345491613,2.4550462622086933,3.0,2.3880702937185028,2.3827477001960418
